code,name,category
NE.GDI.TOTL.KD,Gross capital formation (constant 2015 US$),Economy & Growth
NE.GDI.TOTL.KN,Gross capital formation (constant LCU),Economy & Growth
NE.GDI.TOTL.CN,Gross capital formation (current LCU),Economy & Growth
NE.GDI.TOTL.CD,Gross capital formation (current US$),Economy & Growth
NY.GDY.TOTL.KN,Gross domestic income (constant LCU),Economy & Growth
NY.GDS.TOTL.ZS,Gross domestic savings (% of GDP),Economy & Growth
NY.GDS.TOTL.CN,Gross domestic savings (current LCU),Economy & Growth
NY.GDS.TOTL.CD,Gross domestic savings (current US$),Economy & Growth
NE.GDI.FTOT.ZS,Gross fixed capital formation (% of GDP),Economy & Growth
NE.GDI.FTOT.KD.ZG,Gross fixed capital formation (annual % growth),Economy & Growth
NE.GDI.FTOT.KD,Gross fixed capital formation (constant 2015 US$),Economy & Growth
NE.GDI.FTOT.KN,Gross fixed capital formation (constant LCU),Economy & Growth
NE.GDI.FTOT.CN,Gross fixed capital formation (current LCU),Economy & Growth
NE.GDI.FTOT.CD,Gross fixed capital formation (current US$),Economy & Growth
NE.GDI.FPRV.ZS,"Gross fixed capital formation, private sector (% of GDP)",Economy & Growth
NE.GDI.FPRV.CN,"Gross fixed capital formation, private sector (current LCU)",Economy & Growth
NE.DAB.TOTL.ZS,Gross national expenditure (% of GDP),Economy & Growth
NE.DAB.TOTL.KD,Gross national expenditure (constant 2015 US$),Economy & Growth
NE.DAB.TOTL.KN,Gross national expenditure (constant LCU),Economy & Growth
NE.DAB.TOTL.CN,Gross national expenditure (current LCU),Economy & Growth
NE.DAB.TOTL.CD,Gross national expenditure (current US$),Economy & Growth
NE.DAB.DEFL.ZS,Gross national expenditure deflator (base year varies by country),Economy & Growth
NY.GNS.ICTR.ZS,Gross savings (% of GDP),Economy & Growth
NY.GNS.ICTR.GN.ZS,Gross savings (% of GNI),Economy & Growth
NY.GNS.ICTR.CN,Gross savings (current LCU),Economy & Growth
NY.GNS.ICTR.CD,Gross savings (current US$),Economy & Growth
NY.GDP.FCST.KD,Gross value added at basic prices (GVA) (constant 2015 US$),Economy & Growth
NY.GDP.FCST.KN,Gross value added at basic prices (GVA) (constant LCU),Economy & Growth
NY.GDP.FCST.CN,Gross value added at basic prices (GVA) (current LCU),Economy & Growth
NY.GDP.FCST.CD,Gross value added at basic prices (GVA) (current US$),Economy & Growth
NE.CON.PRVT.KD.ZG,Households and NPISHs Final consumption expenditure (annual % growth),Economy & Growth
NE.CON.PRVT.KD,Households and NPISHs Final consumption expenditure (constant 2015 US$),Economy & Growth
NE.CON.PRVT.KN,Households and NPISHs Final consumption expenditure (constant LCU),Economy & Growth
NE.CON.PRVT.CN,Households and NPISHs Final consumption expenditure (current LCU),Economy & Growth
NE.CON.PRVT.CD,Households and NPISHs Final consumption expenditure (current US$),Economy & Growth
NE.CON.PRVT.PC.KD,Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),Economy & Growth
NE.CON.PRVT.PC.KD.ZG,Households and NPISHs Final consumption expenditure per capita growth (annual %),Economy & Growth
NE.CON.PRVT.PP.KD,"Households and NPISHs Final consumption expenditure, PPP (constant 2017 international $)",Economy & Growth
NE.CON.PRVT.PP.CD,"Households and NPISHs Final consumption expenditure, PPP (current international $)",Economy & Growth
NE.CON.PRVT.ZS,Households and NPISHs final consumption expenditure (% of GDP),Economy & Growth
NE.CON.PRVT.CN.AD,Households and NPISHs final consumption expenditure: linked series (current LCU),Economy & Growth
BX.GSR.CCIS.ZS,"ICT service exports (% of service exports, BoP)",Economy & Growth
BX.GSR.CCIS.CD,"ICT service exports (BoP, current US$)",Economy & Growth
NE.IMP.GNFS.ZS,Imports of goods and services (% of GDP),Economy & Growth
BM.GSR.GNFS.CD,"Imports of goods and services (BoP, current US$)",Economy & Growth
NE.IMP.GNFS.KD.ZG,Imports of goods and services (annual % growth),Economy & Growth
NE.IMP.GNFS.KD,Imports of goods and services (constant 2015 US$),Economy & Growth
NE.IMP.GNFS.KN,Imports of goods and services (constant LCU),Economy & Growth
NE.IMP.GNFS.CN,Imports of goods and services (current LCU),Economy & Growth
NE.IMP.GNFS.CD,Imports of goods and services (current US$),Economy & Growth
BM.GSR.TOTL.CD,"Imports of goods, services and primary income (BoP, current US$)",Economy & Growth
NV.IND.TOTL.ZS,"Industry (including construction), value added (% of GDP)",Economy & Growth
NV.IND.TOTL.KD.ZG,"Industry (including construction), value added (annual % growth)",Economy & Growth
NV.IND.TOTL.KD,"Industry (including construction), value added (constant 2015 US$)",Economy & Growth
NV.IND.TOTL.KN,"Industry (including construction), value added (constant LCU)",Economy & Growth
NV.IND.TOTL.CN,"Industry (including construction), value added (current LCU)",Economy & Growth
NV.IND.TOTL.CD,"Industry (including construction), value added (current US$)",Economy & Growth
NV.IND.EMPL.KD,"Industry (including construction), value added per worker (constant 2015 US$)",Economy & Growth
NY.GDP.DEFL.KD.ZG,"Inflation, GDP deflator (annual %)",Economy & Growth
FP.CPI.TOTL.ZG,"Inflation, consumer prices (annual %)",Economy & Growth
BX.GSR.INSF.ZS,"Insurance and financial services (% of service exports, BoP)",Economy & Growth
BM.GSR.INSF.ZS,"Insurance and financial services (% of service imports, BoP)",Economy & Growth
NV.MNF.MTRN.ZS.UN,Machinery and transport equipment (% of value added in manufacturing),Economy & Growth
NV.IND.MANF.ZS,"Manufacturing, value added (% of GDP)",Economy & Growth
NV.IND.MANF.KD.ZG,"Manufacturing, value added (annual % growth)",Economy & Growth
NV.IND.MANF.KD,"Manufacturing, value added (constant 2015 US$)",Economy & Growth
NV.IND.MANF.KN,"Manufacturing, value added (constant LCU)",Economy & Growth
NV.IND.MANF.CN,"Manufacturing, value added (current LCU)",Economy & Growth
NV.IND.MANF.CD,"Manufacturing, value added (current US$)",Economy & Growth
NV.MNF.TECH.ZS.UN,Medium and high-tech manufacturing value added (% manufacturing value added),Economy & Growth
DT.ODA.ODAT.GN.ZS,Net ODA received (% of GNI),Economy & Growth
DT.ODA.ODAT.PC.ZS,Net ODA received per capita (current US$),Economy & Growth
BN.TRF.KOGT.CD,"Net capital account (BoP, current US$)",Economy & Growth
BN.KAC.EOMS.CD,"Net errors and omissions (BoP, current US$)",Economy & Growth
BN.FIN.TOTL.CD,"Net financial account (BoP, current US$)",Economy & Growth
DT.ODA.ODAT.CD,Net official development assistance received (current US$),Economy & Growth
BN.GSR.FCTY.CD,"Net primary income (BoP, current US$)",Economy & Growth
NY.GSR.NFCY.KN,Net primary income (Net income from abroad) (constant LCU),Economy & Growth
NY.GSR.NFCY.CN,Net primary income (Net income from abroad) (current LCU),Economy & Growth
NY.GSR.NFCY.CD,Net primary income (Net income from abroad) (current US$),Economy & Growth
BN.TRF.CURR.CD,"Net secondary income (BoP, current US$)",Economy & Growth
NY.TRF.NCTR.KN,Net secondary income (Net current transfers from abroad) (constant LCU),Economy & Growth
NY.TRF.NCTR.CN,Net secondary income (Net current transfers from abroad) (current LCU),Economy & Growth
NY.TRF.NCTR.CD,Net secondary income (Net current transfers from abroad) (current US$),Economy & Growth
BN.GSR.MRCH.CD,"Net trade in goods (BoP, current US$)",Economy & Growth
BN.GSR.GNFS.CD,"Net trade in goods and services (BoP, current US$)",Economy & Growth
NV.MNF.OTHR.ZS.UN,Other manufacturing (% of value added in manufacturing),Economy & Growth
PA.NUS.PPP,"PPP conversion factor, GDP (LCU per international $)",Economy & Growth
PA.NUS.PRVT.PP,"PPP conversion factor, private consumption (LCU per international $)",Economy & Growth
BM.TRF.PWKR.CD.DT,"Personal remittances, paid (current US$)",Economy & Growth
BX.TRF.PWKR.DT.GD.ZS,"Personal remittances, received (% of GDP)",Economy & Growth
BX.TRF.PWKR.CD.DT,"Personal remittances, received (current US$)",Economy & Growth
BX.TRF.PWKR.CD,"Personal transfers, receipts (BoP, current US$)",Economy & Growth
BN.KLT.PTXL.CD,"Portfolio Investment, net (BoP, current US$)",Economy & Growth
BX.PEF.TOTL.CD.WD,"Portfolio equity, net inflows (BoP, current US$)",Economy & Growth
DT.DOD.PVLX.GN.ZS,Present value of external debt (% of GNI),Economy & Growth
DT.DOD.PVLX.EX.ZS,"Present value of external debt (% of exports of goods, services and primary income)",Economy & Growth
DT.DOD.PVLX.CD,Present value of external debt (current US$),Economy & Growth
PA.NUS.PPPC.RF,Price level ratio of PPP conversion factor (GDP) to market exchange rate,Economy & Growth
BM.GSR.FCTY.CD,"Primary income payments (BoP, current US$)",Economy & Growth
BX.GSR.FCTY.CD,"Primary income receipts (BoP, current US$)",Economy & Growth
BN.RES.INCL.CD,"Reserves and related items (BoP, current US$)",Economy & Growth
GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)",Economy & Growth
BX.TRF.CURR.CD,"Secondary income receipts (BoP, current US$)",Economy & Growth
BM.TRF.PRVT.CD,"Secondary income, other sectors, payments (BoP, current US$)",Economy & Growth
BX.GSR.NFSV.CD,"Service exports (BoP, current US$)",Economy & Growth
BM.GSR.NFSV.CD,"Service imports (BoP, current US$)",Economy & Growth
NV.SRV.TOTL.ZS,"Services, value added (% of GDP)",Economy & Growth
NV.SRV.TOTL.KD.ZG,"Services, value added (annual % growth)",Economy & Growth
NV.SRV.TOTL.KD,"Services, value added (constant 2015 US$)",Economy & Growth
NV.SRV.TOTL.KN,"Services, value added (constant LCU)",Economy & Growth
NV.SRV.TOTL.CN,"Services, value added (current LCU)",Economy & Growth
NV.SRV.TOTL.CD,"Services, value added (current US$)",Economy & Growth
NV.SRV.EMPL.KD,"Services, value added per worker (constant 2015 US$)",Economy & Growth
DT.DOD.DSTC.XP.ZS,"Short-term debt (% of exports of goods, services and primary income)",Economy & Growth
DT.DOD.DSTC.IR.ZS,Short-term debt (% of total reserves),Economy & Growth
NY.TAX.NIND.KN,Taxes less subsidies on products (constant LCU),Economy & Growth
NY.TAX.NIND.CN,Taxes less subsidies on products (current LCU),Economy & Growth
NY.TAX.NIND.CD,Taxes less subsidies on products (current US$),Economy & Growth
BX.GRT.TECH.CD.WD,"Technical cooperation grants (BoP, current US$)",Economy & Growth
NY.TTF.GNFS.KN,Terms of trade adjustment (constant LCU),Economy & Growth
NV.MNF.TXTL.ZS.UN,Textiles and clothing (% of value added in manufacturing),Economy & Growth
DT.TDS.DECT.GN.ZS,Total debt service (% of GNI),Economy & Growth
DT.TDS.DECT.EX.ZS,"Total debt service (% of exports of goods, services and primary income)",Economy & Growth
FI.RES.TOTL.CD,"Total reserves (includes gold, current US$)",Economy & Growth
FI.RES.XGLD.CD,Total reserves minus gold (current US$),Economy & Growth
NE.TRD.GNFS.ZS,Trade (% of GDP),Economy & Growth
BG.GSR.NFSV.GD.ZS,Trade in services (% of GDP),Economy & Growth
BX.GSR.TRAN.ZS,"Transport services (% of service exports, BoP)",Economy & Growth
BM.GSR.TRAN.ZS,"Transport services (% of service imports, BoP)",Economy & Growth
BX.GSR.TRVL.ZS,"Travel services (% of service exports, BoP)",Economy & Growth
BM.GSR.TRVL.ZS,"Travel services (% of service imports, BoP)",Economy & Growth
SE.PRM.TENR,"Adjusted net enrollment rate, primary (% of primary school age children)",Education
SE.PRM.TENR.FE,"Adjusted net enrollment rate, primary, female (% of primary school age children)",Education
SE.PRM.TENR.MA,"Adjusted net enrollment rate, primary, male (% of primary school age children)",Education
SE.SEC.UNER.LO.ZS,Adolescents out of school (% of lower secondary school age),Education
SE.SEC.UNER.LO.FE.ZS,"Adolescents out of school, female (% of female lower secondary school age)",Education
SE.SEC.UNER.LO.MA.ZS,"Adolescents out of school, male (% of male lower secondary school age)",Education
SE.PRM.UNER.ZS,Children out of school (% of primary school age),Education
SE.PRM.UNER.FE.ZS,"Children out of school, female (% of female primary school age)",Education
SE.PRM.UNER.MA.ZS,"Children out of school, male (% of male primary school age)",Education
SE.PRM.UNER,"Children out of school, primary",Education
SE.PRM.UNER.FE,"Children out of school, primary, female",Education
SE.PRM.UNER.MA,"Children out of school, primary, male",Education
SE.COM.DURS,"Compulsory education, duration (years)",Education
SE.XPD.CPRM.ZS,"Current education expenditure, primary (% of total expenditure in primary public institutions)",Education
SE.XPD.CSEC.ZS,"Current education expenditure, secondary (% of total expenditure in secondary public institutions)",Education
SE.XPD.CTER.ZS,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",Education
SE.XPD.CTOT.ZS,"Current education expenditure, total (% of total expenditure in public institutions)",Education
SE.TER.CUAT.DO.FE.ZS,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Education
SE.TER.CUAT.DO.MA.ZS,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Education
SE.TER.CUAT.DO.ZS,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Education
SE.TER.CUAT.BA.FE.ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",Education
SE.TER.CUAT.BA.MA.ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",Education
SE.TER.CUAT.BA.ZS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Education
SE.TER.CUAT.MS.FE.ZS,"Educational attainment, at least Master's or equivalent, population 25+, female (%) (cumulative)",Education
SE.TER.CUAT.MS.MA.ZS,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",Education
SE.TER.CUAT.MS.ZS,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",Education
SE.SEC.CUAT.LO.FE.ZS,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",Education
SE.SEC.CUAT.LO.MA.ZS,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",Education
SE.SEC.CUAT.LO.ZS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",Education
SE.SEC.CUAT.PO.FE.ZS,"Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)",Education
SE.SEC.CUAT.PO.MA.ZS,"Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)",Education
SE.SEC.CUAT.PO.ZS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",Education
SE.PRM.CUAT.FE.ZS,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",Education
SE.PRM.CUAT.MA.ZS,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",Education
SE.PRM.CUAT.ZS,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",Education
SE.TER.CUAT.ST.FE.ZS,"Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)",Education
SE.TER.CUAT.ST.MA.ZS,"Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)",Education
SE.TER.CUAT.ST.ZS,"Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)",Education
SE.SEC.CUAT.UP.FE.ZS,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",Education
SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",Education
SE.SEC.CUAT.UP.ZS,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",Education
SE.XPD.PRIM.ZS,Expenditure on primary education (% of government expenditure on education),Education
SE.XPD.SECO.ZS,Expenditure on secondary education (% of government expenditure on education),Education
SE.XPD.TERT.ZS,Expenditure on tertiary education (% of government expenditure on education),Education
SE.XPD.TOTL.GD.ZS,"Government expenditure on education, total (% of GDP)",Education
SE.XPD.TOTL.GB.ZS,"Government expenditure on education, total (% of government expenditure)",Education
SE.XPD.PRIM.PC.ZS,"Government expenditure per student, primary (% of GDP per capita)",Education
SE.XPD.SECO.PC.ZS,"Government expenditure per student, secondary (% of GDP per capita)",Education
SE.XPD.TERT.PC.ZS,"Government expenditure per student, tertiary (% of GDP per capita)",Education
SE.PRM.GINT.FE.ZS,"Gross intake ratio in first grade of primary education, female (% of relevant age group)",Education
SE.PRM.GINT.MA.ZS,"Gross intake ratio in first grade of primary education, male (% of relevant age group)",Education
SE.PRM.GINT.ZS,"Gross intake ratio in first grade of primary education, total (% of relevant age group)",Education
SL.TLF.TOTL.FE.ZS,"Labor force, female (% of total labor force)",Education
SL.TLF.TOTL.IN,"Labor force, total",Education
SE.LPV.PRIM.FE,Learning poverty: Share of Female Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),Education
SE.LPV.PRIM.MA,Learning poverty: Share of Male Children at the End-of-Primary age below minimum reading proficiency adjusted by Out-of-School Children (%),Education
SE.ADT.LITR.FE.ZS,"Literacy rate, adult female (% of females ages 15 and above)",Education
SE.ADT.LITR.MA.ZS,"Literacy rate, adult male (% of males ages 15 and above)",Education
SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",Education
